,dir,hir,lvr,ccs,mcs,pbcr,dmi,self,single,uria,comdominiom,black,deny
1678,0.28,0.27,0.496240602,4,2,no,no,no,yes,3.099999905,1,no,no
1679,0.31,0.25,0.674074074,1,2,no,no,no,no,1.799999952,1,no,no
1680,0.31,0.3,0.495049505,1,2,no,no,no,no,3.200000048,0,no,no
1681,0.35,0,0.669291339,2,2,no,no,no,yes,3.200000048,0,no,no
1682,0.37,0.28,0.899193548,1,2,no,no,no,no,3.099999905,0,no,no
1683,0.32,0.26,0.703703704,1,2,no,no,yes,no,3.200000048,0,no,no
1684,0.34,0.3,0.674418605,1,1,no,no,no,no,3.099999905,0,no,no
1685,0.34,0.32,0.861176471,1,1,no,no,no,no,3.200000048,0,yes,no
1686,0.33,0.21,0.376923077,6,2,yes,no,no,no,3.200000048,1,no,no
1687,0.22,0.2,0.645833333,2,2,no,no,no,no,4.300000191,1,yes,no
1688,0.37,0.27,0.595041322,1,2,no,no,no,yes,10.60000038,1,no,no
1689,0.49,0.34,0.793834297,1,2,no,no,no,no,3.200000048,0,no,no
1690,0.36,0.24,0.752,1,2,no,no,no,yes,3.099999905,0,yes,no
1691,0.36,0.22,0.5625,2,2,no,no,no,no,3.099999905,1,no,no
1692,0.34,0.29,0.291262136,1,2,no,no,no,yes,3.099999905,0,no,no
1693,0.33,0.3,0.875,1,2,no,no,no,yes,3.200000048,1,yes,no
1694,0.28,0.24,0.438461538,1,2,no,no,no,yes,3.200000048,1,yes,no
1695,0.33,0.3,0.731343284,2,2,no,no,no,yes,3.200000048,0,no,no
1696,0.33,0.31,0.68,6,2,no,no,no,yes,4.300000191,1,no,no
1697,0.36,0.23,0.548076923,1,2,no,no,no,no,3.200000048,0,no,no
1698,0.35,0.31,0.669291339,1,2,no,no,no,no,3.900000095,0,no,no
1699,0.37,0.27,0.441666667,4,2,no,no,no,yes,3.200000048,1,yes,no
1700,0.32,0.25,0.752,1,1,no,no,no,no,3.200000048,0,no,no
1701,0.29,0.27,0.638554217,1,2,no,no,no,yes,2,1,no,no
1702,0.27,0.2,0.739393939,1,2,no,no,no,no,3.200000048,0,no,no
1703,0.39,0.27,0.766666667,1,2,no,no,no,no,3.200000048,0,no,no
1704,0.42,0.32,0.87755102,1,2,no,no,no,yes,1.799999952,1,yes,no
1705,0.31,0.2,0.807017544,1,2,no,no,no,yes,3.200000048,1,no,no
1706,0.35,0.26,0.87755102,1,2,no,no,no,yes,3.200000048,1,yes,no
1707,0.29,0.27,0.75,4,2,no,no,no,no,3.200000048,1,yes,no
1708,0.29,0.29,0.606060606,1,2,no,no,no,no,3.099999905,1,no,no
1709,0.28,0.25,0.746031746,2,2,no,no,no,no,3.900000095,0,no,no
1710,0.33,0.25,0.79338843,1,2,no,no,no,no,5.300000191,1,no,no
1711,0.43,0.3,0.949152542,1,2,no,no,no,yes,2,0,no,no
1712,0.31,0.29,0.897637795,1,2,no,no,no,no,3.200000048,0,no,no
1713,0.26,0.26,0.555555556,6,1,no,no,no,yes,3.200000048,1,no,no
1714,0.34,0.23,0.475,2,2,no,no,no,no,3.200000048,1,yes,no
1715,0.49,0.12,0.55410691,5,1,no,no,no,no,1.799999952,0,no,no
1716,0.3,0.15,0.643274854,5,2,no,no,no,yes,3.200000048,1,no,no
1717,0.33,0.33,0.64516129,1,2,no,no,no,yes,4.300000191,1,no,no
1718,0.31,0.31,0.578947368,4,2,no,no,no,yes,3.599999905,1,no,no
1719,0.45,0.28,0.438461538,1,2,no,no,no,yes,3.200000048,1,yes,no
1720,0.23,0.23,0.791666667,4,2,no,no,no,no,3.200000048,1,yes,no
1721,0.11,0.06,0.219354839,1,2,no,no,yes,no,8.899999619,0,no,no
1722,0.37,0.28,0.707317073,1,2,no,no,no,yes,4.300000191,1,no,no
1723,0.24,0.19,0.787878788,5,2,no,no,yes,yes,1.799999952,1,no,no
1724,0.19,0.13,0.483425414,1,2,no,no,no,no,4.300000191,0,no,no
1725,0.26,0.15,0.796992481,1,1,no,no,no,yes,3.200000048,0,no,no
1726,0.33,0.32,0.545454545,2,1,no,no,no,no,1.799999952,0,no,no
1727,0.27,0.19,0.379310345,1,1,no,no,no,no,3.099999905,0,no,no
1728,0.28,0.28,0.588235294,1,1,no,no,yes,no,3.200000048,0,no,no
1729,0.37,0.18,0.70212766,2,2,no,no,no,no,3.200000048,0,no,no
1730,0.28,0.18,0.466666667,6,1,no,no,yes,no,3.200000048,1,no,no
1731,0.42,0.29,0.739837398,1,2,no,no,no,yes,3.200000048,1,no,no
1732,0.39,0.28,0.789049919,1,1,no,no,no,no,3.200000048,0,no,no
1733,0.26,0.2,0.699386503,1,1,no,no,no,no,10.60000038,1,no,no
1734,0.33,0.32,0.747855918,1,1,no,no,no,no,3.200000048,0,no,no
1735,0.36,0.22,0.896969697,2,2,yes,no,no,no,3.200000048,0,no,no
1736,0.33,0.31,0.777777778,1,2,no,no,no,yes,3.200000048,0,no,no
1737,0.47,0.27,0.738461538,1,2,no,no,yes,no,3.200000048,0,no,no
1738,0.57,0.38,0.782222222,1,1,no,no,yes,yes,3.200000048,0,no,no
1739,0.36,0.29,0.730538922,5,2,no,no,no,yes,4.300000191,0,no,no
1740,0.35,0.31,0.723809524,6,2,no,no,no,yes,3.200000048,1,yes,no
1741,0.2,0.18,0.639455782,1,2,no,no,yes,yes,1.799999952,1,no,no
1742,0.11,0.1,0.606060606,1,1,no,no,yes,no,3.200000048,0,no,no
1743,0.37,0.25,0.885714286,5,2,no,no,no,no,3.099999905,0,no,no
1744,0.16,0.11,0.727272727,1,2,no,no,no,yes,10.60000038,1,no,no
1745,0.3,0.24,0.475,1,2,no,no,no,yes,3.900000095,1,yes,no
1746,0.35,0.26,0.7,1,2,no,no,yes,no,3.599999905,1,no,no
1747,0.32,0.29,0.742857143,6,2,no,no,no,yes,3.200000048,1,yes,no
1748,0.33,0.27,0.74015748,5,2,no,no,no,no,3.200000048,1,no,no
1749,0.13,0.1,0.703125,2,2,no,no,no,no,1.799999952,0,no,no
1750,0.31,0.19,0.884848485,6,2,no,no,no,no,1.799999952,0,yes,no
1751,0.27,0.24,0.843023256,1,2,no,no,no,no,1.799999952,0,no,no
1752,0.56,0.3,0.794007491,1,1,no,no,yes,yes,3.200000048,0,no,no
1753,0.31,0.28,0.718181818,1,2,no,no,no,yes,3.200000048,0,yes,no
1754,0.31,0.3,0.677419355,1,1,no,no,no,yes,3.200000048,0,no,no
1755,0.34,0.3,0.9,1,2,no,no,no,yes,1.799999952,1,yes,no
1756,0.28,0.23,0.71559633,2,2,yes,no,no,no,3.200000048,1,yes,no
1757,0.37,0.29,0.79389313,1,2,no,no,no,no,3.900000095,1,no,no
1758,0.31,0.29,0.36627907,5,2,no,no,no,yes,3.200000048,1,yes,no
1759,0.32,0.32,0.193103448,4,2,no,no,no,yes,3.200000048,1,no,no
1760,0.33,0.26,0.863636364,4,2,no,no,no,yes,4.300000191,0,no,no
1761,0.25,0.02,0.8046875,1,2,no,no,no,no,3.099999905,1,no,no
1762,0.47,0.26,0.797727273,1,2,no,no,no,no,3.200000048,0,no,no
1763,0.26,0.14,0.885964912,1,2,no,no,no,no,3.200000048,1,no,no
1764,0.32,0.31,0.795252226,1,2,no,no,no,no,1.799999952,0,no,no
1765,0.39,0.32,0.890510949,1,2,no,no,no,yes,3.200000048,0,no,no
1766,0.32,0.28,0.93814433,1,2,no,no,no,yes,1.799999952,1,yes,no
1767,0.25,0.18,0.310077519,5,1,no,no,no,no,1.799999952,0,no,no
1768,0.11,0.09,0.280898876,1,2,no,no,no,no,1.799999952,1,no,no
1769,0.27,0.25,0.799065421,1,2,no,no,no,yes,3.200000048,1,no,no
1770,0.31,0.3,0.715384615,1,2,no,no,no,yes,3.200000048,1,no,no
1771,0.36,0.31,0.87012987,1,2,no,no,no,yes,10.60000038,0,no,no
1772,0.24,0.08,0.633333333,3,2,no,no,no,no,3.099999905,1,no,no
1773,0.36,0.33,0.777777778,2,2,no,no,no,yes,3.200000048,1,no,no
1774,0.39,0.3,0.751351351,1,1,no,no,no,no,3.099999905,0,no,no
1775,0.35,0.25,0.904347826,2,2,no,no,no,yes,3.900000095,0,no,no
1776,0.33,0.3,0.654545455,1,2,no,no,no,yes,3.200000048,1,yes,no
1777,0.34,0.28,0.68,1,2,no,no,no,yes,3.200000048,0,no,no
1778,0.51,0.5,0.794701987,2,1,no,no,no,yes,3.200000048,0,no,no
1779,0.3,0.3,0.79389313,1,2,no,no,no,no,3.900000095,0,no,no
1780,0.24,0.22,0.724050633,1,2,no,no,no,no,3.099999905,1,no,no
1781,0.3,0.28,0.957894737,1,2,no,no,no,yes,3.200000048,1,yes,no
1782,0.35,0.18,0.796875,1,1,yes,no,no,yes,4.300000191,0,no,no
1783,0.23,0.23,0.621359223,1,2,no,no,no,yes,3.200000048,1,no,no
1784,0.23,0.21,0.646153846,1,2,no,no,no,yes,3.099999905,1,no,no
1785,0.36,0.24,0.8,1,2,no,no,no,no,2,0,no,no
1786,0.28,0.28,0.683760684,1,2,no,no,no,no,3.200000048,0,no,no
1787,0.33,0.17,0.771428571,6,1,no,no,no,yes,10.60000038,0,no,no
1788,0.31,0.26,0.739130435,6,2,no,no,no,no,3.099999905,0,no,no
1789,0.04,0.04,0.489130435,2,1,no,no,no,yes,10.60000038,1,no,no
1790,0.35,0.34,0.6,1,1,no,no,no,no,3.200000048,0,no,no
1791,0.22,0.17,0.397435897,2,1,no,no,yes,yes,3.200000048,1,no,no
1792,0.26,0.25,0.714285714,4,2,no,no,no,no,3.200000048,0,no,no
1793,0.29,0.23,0.8,2,3,no,no,yes,no,3.900000095,1,no,no
1794,0.31,0.26,0.681528662,1,2,no,no,no,yes,1.799999952,1,no,no
1795,0.32,0.17,0.780645161,3,1,yes,no,no,yes,4.300000191,0,no,no
1796,0.38,0.12,0.788888889,4,3,no,no,no,yes,3.200000048,1,no,no
1797,0.34,0.25,0.862660944,2,1,no,no,no,no,3.099999905,0,no,no
1798,0.34,0.31,0.683636364,1,1,no,no,no,no,1.799999952,0,no,no
1799,0.29,0.29,0.455172414,1,1,no,no,no,yes,3.200000048,0,no,no
1800,0.31,0.27,0.856557377,1,2,no,no,no,yes,3.200000048,0,no,no
1801,0.22,0.21,0.744680851,2,1,no,no,no,no,1.799999952,0,no,no
1802,0.34,0.28,0.666666667,1,2,no,no,no,yes,1.799999952,1,no,no
1803,0.31,0.15,0.736363636,1,1,no,no,no,yes,4.300000191,1,no,no
1804,0.31,0.24,0.666666667,2,1,no,no,no,no,3.099999905,0,no,no
1805,0.23,0.23,0.543478261,1,2,no,no,no,no,3.599999905,1,no,no
1806,0.47,0.11,0.901886792,1,1,no,yes,yes,no,3.200000048,0,no,yes
1807,0.42,0.3,0.904411765,2,2,yes,no,no,yes,3.900000095,1,no,yes
1808,0.39,0.33,0.93877551,4,2,no,no,no,no,4.300000191,1,yes,yes
1809,0.42,0.28,0.902439024,1,2,no,yes,no,yes,3.200000048,1,no,yes
1810,0.39,0.28,0.751515152,1,2,no,no,no,yes,3.200000048,1,yes,yes
1811,0.33,0.2,0.846153846,1,1,no,no,no,yes,4.300000191,1,no,yes
1812,0.28,0.23,0.695364238,3,1,no,no,yes,yes,3.200000048,1,no,yes
1813,0.52,0.31,0.735483871,1,2,no,no,no,no,2,1,no,yes
1814,0.07,0.02,0.772727273,1,2,no,no,no,no,3.599999905,1,no,yes
1815,0.44,0.27,0.904347826,2,2,yes,no,no,yes,3.200000048,0,yes,yes
1816,0.36,0.27,0.885416667,2,2,no,no,no,no,4.300000191,1,no,yes
1817,0.42,0.28,0.620689655,2,2,no,yes,no,yes,3.599999905,1,no,yes
1818,0.44,0.28,0.790909091,3,2,no,no,no,yes,3.900000095,1,yes,yes
1819,0.46,0.43,0.8,5,2,no,no,yes,no,10.60000038,0,no,yes
1820,0.47,0.33,0.954198473,5,2,yes,no,no,no,1.799999952,0,yes,yes
1821,0.38,0.28,0.9,6,2,yes,no,no,no,2,1,yes,yes
1822,0.48,0.34,0.883333333,1,2,no,no,no,no,3.900000095,0,no,yes
1823,0.28,0.27,0.7,1,2,no,no,no,no,3.099999905,0,no,yes
1824,0.37,0.34,0.77,5,2,no,no,no,no,3.200000048,1,yes,yes
1825,0.35,0.27,0.93442623,5,2,yes,yes,no,yes,3.900000095,0,yes,yes
1826,0.4,0.37,0.942028986,2,2,yes,no,no,no,3.900000095,0,yes,yes
1827,0.36,0.16,0.805369128,2,2,no,no,yes,yes,1.799999952,1,no,yes
1828,0.34,0.27,0.816901408,4,2,no,no,no,no,3.200000048,0,yes,yes
1829,0.45,0.27,0.909090909,6,2,yes,no,no,no,4.300000191,0,yes,yes
1830,0.4,0.31,0.924855491,2,2,no,no,yes,no,3.200000048,0,no,yes
1831,0.38,0.27,1.027522936,1,2,no,no,no,no,3.200000048,1,yes,yes
1832,0.18,0.06,0.8,6,4,yes,no,no,no,3.200000048,0,yes,yes
1833,0.38,0.26,0.882629108,6,1,yes,no,no,no,3.200000048,0,no,yes
1834,0.37,0.27,0.84375,1,1,no,no,no,yes,4.300000191,1,no,yes
1835,0.16,0.13,1.416,5,2,yes,no,yes,yes,3.200000048,1,no,yes
1836,0.37,0.31,0.811965812,2,2,no,yes,no,yes,10.60000038,0,no,yes
1837,0.2,0.15,0.612244898,6,2,no,no,no,no,1.799999952,0,no,yes
1838,0.32,0.24,0.951807229,1,2,no,yes,no,yes,3.200000048,0,no,yes
1839,0.32,0.26,0.796875,2,2,no,no,no,yes,4.300000191,0,no,no
1840,0.36,0.26,0.928104575,2,2,no,no,no,yes,3.900000095,0,no,no
1841,0.34,0.27,0.8359375,1,2,no,no,no,no,3.900000095,0,no,no
1842,0.34,0.21,0.918128655,1,2,no,no,no,yes,3.200000048,0,no,no
1843,0.36,0.26,0.817610063,1,1,no,no,no,no,3.900000095,0,no,no
1844,0.19,0.19,0.629757785,1,2,no,no,yes,no,1.799999952,0,no,no
1845,0.34,0.25,0.8625,1,2,no,no,no,yes,3.099999905,0,no,no
1846,0.23,0.21,0.710059172,1,2,no,no,no,yes,1.799999952,0,no,no
1847,0.14,0.14,0.561440678,1,1,no,no,no,no,3.099999905,0,no,no
1848,0.35,0.21,0.789473684,2,2,no,no,no,no,2,0,no,no
1849,0.33,0.27,0.898954704,2,2,no,yes,no,no,3.200000048,0,no,yes
1850,0.18,0.17,0.691823899,1,2,no,no,no,yes,3.200000048,0,no,no
1851,0.26,0.26,0.860927152,1,2,no,no,no,yes,3.200000048,0,no,no
1852,0.34,0.34,0.890909091,5,2,no,no,no,no,3.900000095,0,no,yes
1853,0.26,0.24,0.563909774,1,2,no,no,no,yes,10.60000038,1,no,no
1854,0.26,0.26,0.786259542,1,2,no,no,no,yes,4.300000191,1,no,no
1855,0.22,0.21,0.615763547,1,1,no,no,no,no,3.099999905,0,no,no
1856,0.29,0.23,0.588235294,1,1,no,no,no,no,3.200000048,0,no,no
1857,0.29,0.16,0.681415929,1,2,no,no,no,yes,3.099999905,0,no,no
1858,0.28,0.21,0.666666667,1,2,no,no,yes,no,3.200000048,0,no,no
1859,0.25,0.22,0.777777778,1,2,no,no,yes,no,3.200000048,0,no,no
1860,0.31,0.27,0.783783784,1,2,no,no,no,yes,3.099999905,0,no,no
1861,0.36,0.27,0.752380952,1,2,no,no,no,yes,3.200000048,0,no,no
1862,0.24,0.22,0.856589147,1,2,no,no,no,no,3.200000048,0,no,no
1863,0.34,0.25,0.789189189,1,2,no,no,yes,no,3.200000048,0,no,no
1864,0.37,0.21,0.770949721,3,1,no,no,no,no,3.099999905,0,no,no
1865,0.34,0.29,0.843902439,5,2,no,yes,no,no,3.900000095,0,no,yes
1866,0.28,0.28,0.724324324,2,1,no,no,no,no,3.900000095,0,no,no
1867,0.36,0.25,0.753731343,1,2,no,no,no,no,3.200000048,0,no,no
1868,0.36,0.22,0.918367347,5,2,no,no,no,no,3.900000095,1,no,no
1869,0.35,0.23,0.876470588,3,2,no,no,no,no,3.200000048,0,no,no
1870,0.24,0.12,0.465625,1,2,no,no,no,no,3.200000048,1,no,no
1871,0.38,0.28,0.64690027,2,1,no,no,yes,no,3.200000048,0,no,no
1872,0.35,0.26,0.747663551,4,2,no,no,no,no,3.200000048,0,no,no
1873,0.4,0.26,0.790909091,2,2,no,no,no,no,5.300000191,0,no,no
1874,0.4,0.27,0.877697842,2,2,no,no,no,no,2,0,no,no
1875,0.36,0.22,0.795180723,5,2,yes,no,no,no,10.60000038,0,no,no
1876,0.38,0.33,0.869767442,1,1,no,no,no,no,3.200000048,0,no,no
1877,0.4,0.28,0.882352941,6,2,yes,no,no,no,4.300000191,0,yes,no
1878,0.44,0.37,0.9,6,1,yes,no,no,no,3.200000048,0,no,yes
1879,0.41,0.23,0.880794702,6,2,no,no,no,no,3.200000048,1,yes,no
1880,0.37,0.24,0.8,5,2,yes,no,no,no,3.900000095,1,yes,yes
1881,0.33,0.33,0.9,5,2,no,no,no,no,2,1,yes,yes
1882,0.39,0.16,0.798076923,4,2,no,no,yes,no,1.799999952,0,no,yes
1883,0.32,0.23,0.832369942,3,2,no,no,no,yes,3.200000048,0,no,no
1884,0.38,0.17,0.868421053,6,2,yes,no,no,no,3.099999905,1,yes,yes
1885,0.21,0.06,0.75,2,3,no,no,yes,yes,3.200000048,0,no,no
1886,0.44,0.23,0.584070796,1,2,no,no,no,yes,4.300000191,0,no,yes
1887,0.19,0.12,0.829015544,1,1,yes,no,yes,no,4.300000191,0,no,yes
1888,0.39,0.19,0.716814159,1,2,no,no,no,no,10.60000038,0,no,no
1889,0.4,0.34,0.904,1,2,no,no,no,no,3.099999905,1,yes,no
1890,0.44,0.37,0.836734694,1,1,no,no,no,no,3.099999905,0,no,no
1891,0.34,0.19,0.9,5,2,yes,no,no,yes,3.200000048,0,yes,yes
1892,0.36,0.31,0.777777778,1,2,yes,no,no,yes,3.099999905,0,yes,no
1893,0.27,0.25,0.722543353,1,1,no,no,no,no,2,0,no,no
1894,0.39,0.26,0.766467066,3,2,no,no,no,no,3.099999905,0,no,no
1895,0.36,0.34,0.897297297,1,2,no,no,no,no,3.200000048,1,no,no
1896,0.37,0.26,0.794520548,2,2,no,no,no,yes,3.900000095,1,no,no
1897,0.36,0.21,0.761006289,4,2,no,no,no,no,2,1,yes,no
1898,0.43,0.09,0.518072289,5,1,no,no,no,no,3.200000048,1,no,no
1899,0.39,0.23,0.8,1,2,no,no,no,no,3.200000048,1,yes,yes
1900,0.33,0.32,0.9,1,2,no,no,no,no,10.60000038,0,no,no
1901,0.43,0.27,0.9,2,1,no,no,no,yes,3.599999905,1,yes,no
1902,0.34,0.19,0.8,2,1,no,no,no,no,3.099999905,0,no,no
1903,0.2,0.11,0.860465116,1,2,no,no,no,yes,3.200000048,1,yes,no
1904,0.28,0.2,0.9,1,2,no,no,no,yes,3.599999905,1,no,no
1905,0.42,0.26,0.89516129,5,2,no,no,no,yes,3.200000048,0,no,yes
1906,0.39,0.22,0.9,1,2,no,no,no,yes,3.200000048,0,no,no
1907,0.74,0.66,0.8,6,2,yes,no,no,yes,3.200000048,1,yes,yes
1908,0.27,0.22,0.564102564,1,1,no,no,no,no,3.599999905,0,no,no
1909,0.24,0.24,0.9,5,2,yes,no,no,yes,3.099999905,0,no,no
1910,0.37,0.17,0.657407407,1,1,no,no,no,no,3.099999905,1,no,no
1911,0.43,0.34,0.751515152,6,3,no,no,no,yes,3.200000048,1,no,yes
1912,0.34,0.17,0.843537415,6,1,no,no,no,yes,3.599999905,0,yes,no
1913,0.58,0.51,0.898230088,1,2,yes,no,no,yes,3.200000048,0,yes,yes
1914,0.4,0.32,0.793785311,1,2,no,no,no,no,3.099999905,0,no,no
1915,0.42,0.15,0.895424837,6,2,no,no,no,no,3.200000048,1,yes,no
1916,0.42,0.15,0.895424837,6,2,no,no,no,yes,3.200000048,1,yes,no
1917,0.37,0.32,0.869767442,1,2,no,no,yes,no,4.300000191,0,no,yes
1918,0.39,0.34,0.863945578,1,2,no,no,no,no,3.200000048,0,no,no
1919,0.39,0.26,0.886075949,1,2,no,no,no,yes,3.200000048,1,no,no
1920,0.28,0.08,0.890756303,1,1,yes,no,no,yes,3.599999905,1,no,no
1921,0.34,0.27,0.68,1,2,no,no,no,yes,10.60000038,1,no,no
1922,0.25,0.22,1.05,4,2,no,no,no,no,3.599999905,1,no,yes
1923,0.35,0.31,0.8,2,1,no,no,yes,no,3.599999905,0,no,no
1924,0.33,0.14,0.8,5,1,no,no,yes,no,3.599999905,1,no,no
1925,0.37,0.32,0.837563452,5,2,no,no,yes,no,4.300000191,0,no,yes
1926,0.26,0.26,0.9,1,2,no,no,no,no,3.900000095,0,no,yes
1927,0.24,0.29,0.81,1,2,no,no,no,no,3.900000095,0,no,no
1928,1.42,1.1,1.0375,1,1,yes,no,yes,yes,3.200000048,1,no,yes
1929,1.42,1.1,1.0375,1,1,yes,no,yes,yes,3.200000048,1,no,yes
1930,0.39,0.2,0.858974359,1,2,no,no,no,no,4.300000191,0,no,no
1931,0.42,0.35,0.744360902,2,2,no,no,no,no,1.799999952,0,no,no
1932,0.41,0.31,0.885135135,1,2,yes,no,no,no,10.60000038,0,no,yes
1933,0.37,0.26,0.894117647,2,2,no,no,no,no,4.300000191,0,no,no
1934,0.26,0.19,0.882758621,2,2,no,no,no,yes,3.900000095,0,no,no
1935,0.37,0.16,0.796296296,6,1,no,no,no,no,3.099999905,1,no,yes
1936,0.43,0.36,0.8875,4,2,no,no,yes,yes,3.900000095,1,yes,yes
1937,0.4,0.39,0.794117647,6,2,yes,no,no,yes,3.599999905,1,no,yes
1938,0.47,0.32,0.746478873,5,2,no,no,no,yes,4.300000191,0,no,no
1939,0.36,0.2,0.692307692,5,2,no,no,no,no,4.300000191,0,no,no
1940,0.34,0.27,0.785714286,1,2,no,no,yes,yes,4.300000191,0,no,no
1941,0.29,0.29,0.9,4,2,no,no,no,no,3.599999905,0,yes,no
1942,0.39,0.33,0.899224806,1,2,no,no,no,yes,3.099999905,1,no,no
1943,0.31,0.31,0.901408451,5,1,no,no,no,no,3.200000048,0,yes,no
1944,0.4,0.32,0.8828125,1,2,no,no,no,no,3.200000048,0,no,no
1945,0.39,0.18,0.875,1,2,no,no,no,no,3.900000095,0,no,no
1946,0.41,0.34,0.764705882,5,1,no,no,no,no,3.599999905,0,no,yes
1947,0.38,0.36,0.712962963,1,2,no,no,no,yes,3.599999905,1,no,no
1948,0.33,0.16,0.7,5,2,no,no,no,no,3.200000048,0,no,no
1949,0.39,0.39,0.868965517,5,2,no,no,no,yes,3.599999905,0,yes,yes
1950,0.29,0.1,0.644736842,2,2,no,no,no,no,3.099999905,0,no,no
1951,0.36,0.14,0.640350877,1,1,no,no,no,no,3.599999905,1,no,no
1952,0.36,0.24,0.894273128,5,3,no,no,no,no,3.599999905,0,no,no
1953,0.47,0.36,0.714285714,5,1,no,no,no,no,3.599999905,0,no,no
1954,0.34,0.29,0.8,1,2,no,no,no,yes,3.200000048,0,no,no
1955,0.36,0.27,0.72972973,1,1,no,no,no,no,2,0,no,no
1956,0.34,0.29,0.8,1,2,no,no,no,yes,3.599999905,0,no,no
1957,0.38,0.37,0.872093023,3,2,no,no,no,yes,10.60000038,0,no,yes
1958,0.38,0.3,0.785498489,6,1,no,no,no,no,3.200000048,0,no,no
1959,0.4,0.32,0.851282051,1,2,no,no,no,no,3.200000048,0,no,no
1960,0.47,0.13,0.8,3,3,yes,no,no,yes,3.099999905,0,no,yes
1961,0.35,0.31,0.888888889,1,2,no,no,no,no,3.200000048,0,yes,no
1962,0.41,0.24,0.89516129,1,2,no,no,no,no,3.599999905,0,no,no
1963,0.38,0.24,0.760869565,1,2,no,no,no,yes,3.200000048,0,yes,no
1964,0.38,0.29,0.785234899,1,2,no,no,no,no,3.200000048,0,yes,no
1965,0.29,0.25,0.860869565,1,2,no,no,no,no,3.099999905,0,no,yes
1966,0.36,0.22,0.705263158,6,4,no,no,no,no,2,1,no,no
1967,0.39,0.27,0.833333333,1,2,no,no,no,yes,3.200000048,1,no,no
1968,0.41,0.34,0.885245902,1,2,no,no,no,yes,3.200000048,1,no,no
1969,0.63,0.59,0.813609467,5,2,no,no,no,yes,4.300000191,0,no,yes
1970,0.26,0.22,0.894736842,1,2,no,no,no,yes,2,1,no,no
1971,0.28,0.23,0.877192982,6,2,no,no,no,no,3.200000048,1,no,no
1972,0.31,0.26,0.897435897,1,2,yes,no,no,yes,4.300000191,1,yes,no
1973,0.23,0.18,0.893617021,1,2,no,no,no,no,3.900000095,1,no,no
1974,0.42,0.32,0.898203593,1,2,no,no,no,no,3.099999905,0,no,no
1975,0.29,0.25,0.697247706,4,2,no,no,no,yes,4.300000191,1,yes,yes
1976,0.32,0.27,0.8,1,1,no,no,no,no,3.200000048,0,no,no
1977,0.35,0.21,0.877192982,2,1,no,no,no,yes,3.200000048,0,no,no
1978,0.43,0.24,0.765853659,2,1,no,no,no,no,4.300000191,0,no,no
1979,0.41,0.33,0.902857143,5,2,no,no,no,no,3.099999905,0,no,no
1980,0.37,0.09,0.703125,1,2,no,no,no,no,2,0,no,no
1981,0.39,0.3,0.800380228,1,1,yes,no,yes,no,3.200000048,0,no,no
1982,0.46,0.27,0.84,5,2,no,no,no,yes,5.300000191,0,no,yes
1983,0.38,0.27,0.870503597,1,2,no,no,no,no,2,0,no,no
1984,0.33,0.3,0.46875,1,2,no,no,no,no,3.099999905,0,no,no
1985,0.34,0.24,0.657276995,2,3,yes,no,no,no,3.200000048,0,no,no
1986,0.27,0.23,0.757575758,1,2,no,no,no,no,2,0,no,yes
1987,0.36,0.25,0.64516129,5,1,no,no,yes,no,10.60000038,0,no,no
1988,0.37,0.23,0.754807692,1,2,no,no,no,no,10.60000038,0,no,no
1989,0.25,0.18,0.718446602,1,2,no,no,no,no,1.799999952,0,no,no
1990,0.35,0.25,0.704761905,1,1,no,no,no,no,3.200000048,0,no,no
1991,0.26,0.23,0.514285714,1,2,no,no,no,no,10.60000038,0,no,no
1992,0.34,0.23,0.941176471,1,1,no,no,no,no,1.799999952,0,no,no
1993,0.330999985,0.253999996,0.848214286,3,2,no,no,no,no,3.900000095,1,no,no
1994,0.375,0.292000008,0.916666667,1,1,no,no,no,no,4.300000191,0,no,no
1995,0.234300003,0.229300003,0.775,1,2,no,no,no,yes,3.200000048,0,no,no
1996,0.392000008,0.267999992,0.808383234,1,2,no,no,no,yes,3.200000048,0,no,no
1997,0.348499985,0.287000008,0.494565217,1,2,no,no,no,no,3.200000048,0,no,no
1998,0.261000004,0.233999996,0.518207283,2,1,no,no,no,no,3.099999905,0,no,no
1999,0.322000008,0.231000004,0.941860465,6,2,no,no,no,yes,3.099999905,0,no,yes
2000,0.217000008,0.09,0.753012048,1,2,no,no,no,no,3.900000095,1,no,no
2001,0.126000004,0.123999996,0.272727273,1,1,no,no,no,no,4.300000191,0,no,no
2002,0.312999992,0.248999996,0.731225296,3,1,no,no,no,no,3.099999905,0,no,no
2003,0.324000015,0.267000008,0.887323944,1,1,no,no,no,no,3.200000048,0,no,no
2004,0.380999985,0.296000004,0.897435897,1,1,no,no,no,no,3.099999905,0,yes,no
2005,0.35,0.243999996,0.8,1,2,no,no,no,no,3.099999905,0,no,no
2006,0.098999996,0.058000002,0.651567944,2,1,no,no,no,yes,3.200000048,0,no,no
2007,0.218999996,0.213999996,0.559322034,1,2,no,no,no,yes,3.900000095,1,no,no
2008,0.385999985,0.28,0.78111588,1,1,no,yes,no,no,3.099999905,0,no,no
2009,0.362000008,0.257000008,0.872222222,2,3,no,no,no,no,3.099999905,0,no,no
2010,0.297000008,0.250200005,0.697761194,2,1,no,no,no,no,3.200000048,0,no,no
2011,0.399000015,0.282999992,0.446808511,1,3,no,no,no,no,2,0,no,no
