Age,Job,Income,Schooling,Married_Status,Job_Type,Color_Race,Gender,Place
60, Local-gov,114000, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States
20, Private,32000, Some-college, Never-married, Sales, White, Male, United-States
51, Private,99000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
37, Private,204000, 9th, Married-civ-spouse, Transport-moving, White, Male, United-States
22, State-gov,187000, 12th, Never-married, Exec-managerial, White, Male, United-States
56, Self-emp-not-inc,125000, 10th, Married-civ-spouse, Transport-moving, White, Male, United-States
26, Private,247000, Bachelors, Married-civ-spouse, Sales, White, Female, United-States
19, Private,97000, Some-college, Separated, Sales, White, Female, United-States
37, Private,331000, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States
27, Private,201000, Some-college, Never-married, Tech-support, White, Female, United-States
27, Private,156000, HS-grad, Never-married, Sales, Amer-Indian-Eskimo, Male, United-States
52, Self-emp-not-inc,72000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
45, Private,363000, HS-grad, Separated, Machine-op-inspct, Black, Female, United-States
28, Private,26000, Some-college, Never-married, Craft-repair, Amer-Indian-Eskimo, Male, United-States
20, Private,335000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
28, Private,109000, Masters, Never-married, Prof-specialty, White, Female, United-States
44, Private,570000, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Black, Male, United-States
30, Private,210000, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States
26, State-gov,273000, Assoc-acdm, Never-married, Adm-clerical, Black, Female, United-States
55, ?,52000, Masters, Married-civ-spouse, ?, White, Male, United-States
46, Private,83000, HS-grad, Never-married, Sales, White, Female, United-States
51, Private,105000, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States
25, Local-gov,58000, Bachelors, Never-married, Prof-specialty, White, Female, United-States
43, Local-gov,270000, HS-grad, Separated, Other-service, White, Male, United-States
19, ?,128000, HS-grad, Never-married, ?, White, Female, United-States
36, Private,179000, HS-grad, Divorced, Craft-repair, White, Male, United-States
36, Private,183000, Some-college, Never-married, Exec-managerial, White, Male, United-States
48, Private,103000, Bachelors, Never-married, Other-service, Asian-Pac-Islander, Female, Vietnam
30, ?,157000, 11th, Never-married, ?, White, Male, United-States
24, Private,360000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
30, Private,156000, HS-grad, Divorced, Other-service, White, Female, United-States
24, Private,585000, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States
62, Private,174000, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
41, Self-emp-not-inc,215000, HS-grad, Divorced, Transport-moving, White, Male, United-States
49, Self-emp-not-inc,163000, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States
36, Self-emp-not-inc,154000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
47, Local-gov,248000, Masters, Divorced, Prof-specialty, White, Female, United-States
49, State-gov,155000, Masters, Divorced, Prof-specialty, White, Female, United-States
52, Private,330000, Some-college, Never-married, Exec-managerial, White, Male, United-States
52, Private,163000, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, United-States
26, Private,177000, HS-grad, Never-married, Adm-clerical, White, Male, United-States
51, State-gov,227000, HS-grad, Never-married, Transport-moving, White, Male, United-States
18, Private,121000, 10th, Never-married, Other-service, White, Male, United-States
30, Private,376000, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States
46, Private,206000, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States
28, Private,199000, HS-grad, Never-married, Handlers-cleaners, Black, Female, United-States
48, Self-emp-inc,254000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
62, Private,160000, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States
49, Private,40000, Bachelors, Married-civ-spouse, Sales, White, Male, United-States
69, Private,103000, HS-grad, Widowed, Adm-clerical, White, Female, United-States
35, Private,117000, Bachelors, Never-married, Exec-managerial, White, Male, United-States
78, Private,180000, Masters, Widowed, Craft-repair, Asian-Pac-Islander, Male, South
61, Private,540000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
24, Private,262000, Bachelors, Never-married, Prof-specialty, White, Female, United-States
29, Private,81000, Some-college, Never-married, Adm-clerical, White, Female, United-States
36, Self-emp-not-inc,160000, Bachelors, Married-civ-spouse, Sales, Other, Male, ?
17, Private,42000, 10th, Never-married, Farming-fishing, White, Male, United-States
27, Private,275000, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Male, United-States
64, Private,266000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
33, Self-emp-not-inc,193000, HS-grad, Never-married, Exec-managerial, White, Male, France
32, Private,237000, 12th, Married-civ-spouse, Craft-repair, White, Male, Mexico
19, Private,30000, Some-college, Never-married, Other-service, White, Female, United-States
42, State-gov,106000, 11th, Married-civ-spouse, Farming-fishing, White, Male, United-States
24, Private,195000, Bachelors, Never-married, Sales, White, Female, United-States
23, Private,1039000, HS-grad, Never-married, Exec-managerial, Black, Male, United-States
51, Local-gov,209000, Prof-school, Never-married, Prof-specialty, White, Male, United-States
31, Private,193000, Bachelors, Never-married, Tech-support, White, Male, United-States
44, Private,307000, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States
38, Private,256000, Masters, Never-married, Exec-managerial, White, Female, United-States
44, Local-gov,108000, Assoc-acdm, Divorced, Protective-serv, White, Female, United-States
44, Self-emp-not-inc,568000, 5th-6th, Married-civ-spouse, Farming-fishing, White, Male, Mexico
38, Private,92000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
36, Private,733000, 9th, Divorced, Adm-clerical, White, Female, United-States
29, Private,87000, 1st-4th, Never-married, Other-service, White, Male, El-Salvador
46, Private,36000, Assoc-acdm, Divorced, Sales, White, Female, Germany
47, Private,115000, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, United-States
30, Private,235000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
37, Local-gov,218000, HS-grad, Married-civ-spouse, Protective-serv, White, Male, United-States
27, Private,329000, Bachelors, Never-married, Exec-managerial, White, Male, United-States
43, Private,181000, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States
44, Self-emp-not-inc,265000, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States
31, Private,381000, Some-college, Never-married, Exec-managerial, White, Male, United-States
34, Private,190000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
39, Private,230000, Bachelors, Never-married, Sales, White, Male, Germany
36, Private,219000, Some-college, Divorced, Craft-repair, White, Female, United-States
57, Private,299000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
78, Private,111000, 7th-8th, Never-married, Machine-op-inspct, White, Female, Dominican-Republic
24, Private,169000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
39, Private,169000, Some-college, Never-married, Adm-clerical, White, Female, United-States
21, Private,150000, Assoc-acdm, Never-married, Sales, White, Male, United-States
34, Private,344000, HS-grad, Separated, Adm-clerical, White, Male, United-States
22, Private,416000, Some-college, Never-married, Sales, White, Female, United-States
36, Private,41000, Some-college, Divorced, Adm-clerical, White, Female, United-States
61, Private,40000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
67, ?,243000, 9th, Married-civ-spouse, ?, White, Male, United-States
42, Private,251000, Some-college, Separated, Other-service, Black, Female, Haiti
49, Federal-gov,106000, Assoc-voc, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male, United-States
58, Private,51000, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States
37, Local-gov,190000, Some-college, Married-civ-spouse, Protective-serv, White, Male, United-States
39, Private,179000, HS-grad, Never-married, Tech-support, White, Male, United-States
25, Private,300000, Some-college, Separated, Adm-clerical, Black, Female, Jamaica
45, Self-emp-inc,156000, 5th-6th, Married-civ-spouse, Craft-repair, White, Male, ?
30, Private,55000, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, United-States
49, ?,175000, Some-college, Never-married, ?, White, Male, United-States
36, Self-emp-not-inc,285000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
23, Private,201000, HS-grad, Never-married, Craft-repair, White, Male, United-States
51, Private,126000, Some-college, Married-civ-spouse, Adm-clerical, Black, Female, Jamaica
55, Private,249000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
35, Private,99000, Bachelors, Never-married, Sales, White, Male, United-States
45, State-gov,95000, Masters, Married-civ-spouse, Adm-clerical, White, Male, India
36, Private,111000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
32, Local-gov,158000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
39, Private,74000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
47, Self-emp-inc,168000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
49, Private,28000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
52, Private,84000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, ?
44, Private,721000, Some-college, Separated, Machine-op-inspct, Black, Male, United-States
36, Private,188000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
40, Private,145000, Some-college, Divorced, Craft-repair, Black, Female, United-States
17, Private,53000, 10th, Never-married, Other-service, White, Female, United-States
18, Private,178000, HS-grad, Never-married, Sales, White, Female, United-States
30, Self-emp-inc,185000, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States
66, Private,66000, HS-grad, Widowed, Priv-house-serv, White, Female, England
59, Private,329000, Bachelors, Never-married, Craft-repair, White, Male, United-States
30, Local-gov,349000, HS-grad, Married-civ-spouse, Adm-clerical, Black, Male, United-States
50, Private,34000, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, United-States
24, Private,510000, HS-grad, Never-married, Other-service, White, Female, United-States
28, Private,28000, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, Philippines
44, Local-gov,83000, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States
25, Private,309000, Assoc-voc, Never-married, Prof-specialty, White, Male, United-States
45, Private,189000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
20, Private,224000, HS-grad, Never-married, Transport-moving, White, Male, United-States
67, Private,223000, Assoc-voc, Divorced, Prof-specialty, White, Female, United-States
40, Self-emp-not-inc,123000, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States
52, Federal-gov,279000, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, United-States
34, Private,347000, Doctorate, Never-married, Prof-specialty, White, Male, United-States
37, Local-gov,251000, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, Canada
17, Self-emp-inc,143000, 10th, Never-married, Other-service, White, Male, United-States
